,pmid,pm_link,date_pub,journal,abstract,title,mesh,concept_id_1,concept_me,study_design,data_type,domain_id,category_name,n_participants,geography
494,25739719,https://pubmed.ncbi.nlm.nih.gov/25739719,['2015 Jun 15'],['Cancer'],"['BACKGROUND: This study evaluated the need for surveillance imaging in early-stage  classic Hodgkin lymphoma (cHL) after planned combined-modality therapy (CMT).  METHODS: Primary early-stage cHL patients who underwent CMT were included. Positron  emission tomography (PET)/computed tomography (CT), CT, or both were performed at  the initial staging, during or after chemotherapy, and for at least 2 years during  follow-up. Imaging studies and medical records were reviewed to determine if and  when relapse had occurred. Radiation doses and costs were also calculated from  follow-up imaging. RESULTS: The study included 78 patients with a median follow-up  of 46 months; 85% of the patients had stage II disease (32% with bulky disease).  Four of 77 interim PET scans were positive; none of these patients relapsed during  follow-up, which ranged from 24 to 80 months. After a total of 466 follow-up imaging  studies (91% with CT and 9% with PET/CT), no cHL relapse was detected. Eleven  abnormal findings were noted on surveillance imaging: 9 were false-positives, and 2  were second primary maligncies. The average cumulative dose per patient from  follow-up imaging was 107 mSv, which translated into an estimated lifetime excess  cancer risk of 0.5%; the estimated total costs were $296,817 according to Medicare  reimbursements. CONCLUSIONS: Surveillance imaging with either CT or PET/CT can be  omitted safely for early-stage cHL treated with a combition of doxorubicin,  bleomycin, vinblastine, and dacarbazine and radiation therapy because the risk of  relapse is extremely low. This observation also applies to patients with bulky  disease. The elimition of surveillance imaging will also reduce healthcare  expenses and cumulative radiation doses in these predomintly young patients.']","['Very low utility of surveillance imaging in early-stage classic Hodgkin lymphoma  treated with a combition of doxorubicin, bleomycin, vinblastine, and dacarbazine  and radiation therapy']",diagnostic imaging,4180938,diagnostic imaging,retrospective,EMR/EHR,Procedure,,,
495,25739719,https://pubmed.ncbi.nlm.nih.gov/25739719,['2015 Jun 15'],['Cancer'],"['BACKGROUND: This study evaluated the need for surveillance imaging in early-stage  classic Hodgkin lymphoma (cHL) after planned combined-modality therapy (CMT).  METHODS: Primary early-stage cHL patients who underwent CMT were included. Positron  emission tomography (PET)/computed tomography (CT), CT, or both were performed at  the initial staging, during or after chemotherapy, and for at least 2 years during  follow-up. Imaging studies and medical records were reviewed to determine if and  when relapse had occurred. Radiation doses and costs were also calculated from  follow-up imaging. RESULTS: The study included 78 patients with a median follow-up  of 46 months; 85% of the patients had stage II disease (32% with bulky disease).  Four of 77 interim PET scans were positive; none of these patients relapsed during  follow-up, which ranged from 24 to 80 months. After a total of 466 follow-up imaging  studies (91% with CT and 9% with PET/CT), no cHL relapse was detected. Eleven  abnormal findings were noted on surveillance imaging: 9 were false-positives, and 2  were second primary maligncies. The average cumulative dose per patient from  follow-up imaging was 107 mSv, which translated into an estimated lifetime excess  cancer risk of 0.5%; the estimated total costs were $296,817 according to Medicare  reimbursements. CONCLUSIONS: Surveillance imaging with either CT or PET/CT can be  omitted safely for early-stage cHL treated with a combition of doxorubicin,  bleomycin, vinblastine, and dacarbazine and radiation therapy because the risk of  relapse is extremely low. This observation also applies to patients with bulky  disease. The elimition of surveillance imaging will also reduce healthcare  expenses and cumulative radiation doses in these predomintly young patients.']","['Very low utility of surveillance imaging in early-stage classic Hodgkin lymphoma  treated with a combition of doxorubicin, bleomycin, vinblastine, and dacarbazine  and radiation therapy']",hodgkin disease,4041797,hodgkin disease,retrospective,EMR/EHR,Condition,Neoplasm,,
496,25739719,https://pubmed.ncbi.nlm.nih.gov/25739719,['2015 Jun 15'],['Cancer'],"['BACKGROUND: This study evaluated the need for surveillance imaging in early-stage  classic Hodgkin lymphoma (cHL) after planned combined-modality therapy (CMT).  METHODS: Primary early-stage cHL patients who underwent CMT were included. Positron  emission tomography (PET)/computed tomography (CT), CT, or both were performed at  the initial staging, during or after chemotherapy, and for at least 2 years during  follow-up. Imaging studies and medical records were reviewed to determine if and  when relapse had occurred. Radiation doses and costs were also calculated from  follow-up imaging. RESULTS: The study included 78 patients with a median follow-up  of 46 months; 85% of the patients had stage II disease (32% with bulky disease).  Four of 77 interim PET scans were positive; none of these patients relapsed during  follow-up, which ranged from 24 to 80 months. After a total of 466 follow-up imaging  studies (91% with CT and 9% with PET/CT), no cHL relapse was detected. Eleven  abnormal findings were noted on surveillance imaging: 9 were false-positives, and 2  were second primary maligncies. The average cumulative dose per patient from  follow-up imaging was 107 mSv, which translated into an estimated lifetime excess  cancer risk of 0.5%; the estimated total costs were $296,817 according to Medicare  reimbursements. CONCLUSIONS: Surveillance imaging with either CT or PET/CT can be  omitted safely for early-stage cHL treated with a combition of doxorubicin,  bleomycin, vinblastine, and dacarbazine and radiation therapy because the risk of  relapse is extremely low. This observation also applies to patients with bulky  disease. The elimition of surveillance imaging will also reduce healthcare  expenses and cumulative radiation doses in these predomintly young patients.']","['Very low utility of surveillance imaging in early-stage classic Hodgkin lymphoma  treated with a combition of doxorubicin, bleomycin, vinblastine, and dacarbazine  and radiation therapy']",vinblastine,19008264,vinblastine,retrospective,EMR/EHR,Drug,BLOOD AND BLOOD FORMING ORGANS,,
497,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],tacrolimus,950637,tacrolimus,retrospective,EMR/EHR,Drug,DERMATOLOGICALS,,
498,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],risk factors,4214014,risk factors,retrospective,EMR/EHR,Measurement,,,
499,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],bilirubin,4230543,bilirubin,retrospective,EMR/EHR,Drug,Other Drug,,
500,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],cyclosporine,19010482,cyclosporine,retrospective,EMR/EHR,Drug,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,,
501,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],drug monitoring,4216473,drug monitoring,retrospective,EMR/EHR,Procedure,,,
502,25740263,https://pubmed.ncbi.nlm.nih.gov/25740263,['2015 May'],['Intertiol jourl of clinical pharmacology and therapeutics'],"['OBJECTIVE: Tacrolimus is known to have little hepatotoxicity. Nevertheless, a few  case studies have shown liver toxicities of tacrolimus, particularly in patients on  multiple medications. This study is a retrospective data alysis on the potential  of tacrolimus hepatotoxicity. METHODS: A data alysis was conducted on the  electronic medical records (EMRs) of 2,462 Korean patients taking tacrolimus or  cyclosporine from 2002 through to 2008. Alanine aminotransferase (ALT) and total  bilirubin level (TBL) were also monitored. The maximum ALT, time to reach ALTmax  (TALTmax), and TBL(ALTmax) were compared between the tacrolimus and cyclosporine  groups. Other possible factors that may aggravate liver function were also  investigated. RESULTS: ALTmax and TBL(ALTmax) were higher in the tacrolimus group  compared to the cyclosporine group (i.e., 50 IU/L vs. 41 IU/L and 1 mg/dL vs. 0.9  mg/dL, respectively), and TALTmax was shorter (i.e., 101 days vs. 142 days) in the  tacrolimus group. In addition, the frequency of ALTmax > 3x upper limit of normal  (ULN) (i.e., ALTmax > 120) was significantly increased in the tacrolimus group  compared to the cyclosporine group (30% vs. 21%). The severity of tacrolimusinduced  liver damage was greater in patients with history of liver disease, as indicated by  > two-fold greater ALTmax than that of cyclosporine (i.e., 153 IU/L vs. 65 IU/L).  Moreover, the ALTmax was significantly lowered by switching from tacrolimus to  cyclosporine in patients with a history of liver disease. In patients with  preexisting rel disease, neither tacrolimus nor cyclosporine showed any effect on  ALTmax. CONCLUSION: Results indicate that tacrolimus may have a higher risk of  inducing liver injury in Korean patients with a history of liver disease and may  require close monitoring.FAU - Ko, Myong SukAU - Ko MSFAU - Choi, Young HeeAU - Choi YHFAU - Jung, Sun HoiAU - Jung SHFAU - Lee, Jenny SueAU - Lee JSFAU - Kim, Hyang SookAU - Kim HSFAU - Lee, Chang HoAU - Lee CH']",['Tacrolimus therapy causes hepatotoxicity in patients with a history of liver  disease'],liver diseases,194984,liver diseases,retrospective,EMR/EHR,Condition,Digestive disease,,
503,25741886,https://pubmed.ncbi.nlm.nih.gov/25741886,['2015 May'],['JAMA ophthalmology'],"['IMPORTANCE: The Tube vs Trabeculectomy Trial (TVT) found that the 350-mm2 Baerveldt  implant (tube) and trabeculectomy with mitomycin may be similarly effective in  lowering intraocular pressure in primary open-angle glaucoma. However, to date,  there are no published long-term clinical data on the cost-effectiveness of  trabeculectomy with mitomycin vs tube insertion. OBJECTIVE: To assess the  cost-effectiveness of these procedures compared with maximal medical treatment.  DESIGN, SETTING, AND PARTICIPANTS: We used the Markov cohort model with a 5-year  time horizon to study a hypothetical cohort of 100 000 patients who required  glaucoma surgery. MAIN OUTCOMES AND MEASURES: Quality-adjusted life-years (QALYs)  gained, costs from the societal perspective, and the incremental cost-effectiveness  ratio of medical treatment, trabeculectomy, and tube insertion. Costs were  identified from Medicare Current Procedural Terminology and Ambulatory Payment  Classification reimbursement codes and Red Book medication costs. The QALYs were  based on visual field and visual acuity outcomes. The hypothetical societal limit to  resources was included using a willingness-to-pay threshold of $50 000 per QALY.  Costs and utilities were discounted at 3% per year. Uncertainty was assessed using  deterministic sensitivity alyses. RESULTS: The mean costs for medical treatment,  trabeculectomy, and tube insertion were $6172, $7872 and $10 075, respectively;  these amounts resulted in a cost difference of $1700 (95% CI, $1644-$1770) for  medical treatment vs trabeculectomy, $3904 (95% CI, $3858-$3953) for medical  treatment vs tube insertion, and $2203 (95% CI, $2121-$2261) for trabeculectomy vs  tube insertion. The mean 5-year probability of blindness was 4% for both surgical  procedures and 15% for medical treatment. The utility gained after medical  treatment, trabeculectomy, and tube insertion was 3.10, 3.30, and 3.38 QALYs,  respectively. The incremental cost-effectiveness ratio was $8289 per QALY for  trabeculectomy vs medical treatment, $13 896 per QALY for tube insertion vs medical  treatment, and $29 055 per QALY for tube insertion vs trabeculectomy. The  cost-effectiveness of each surgical procedure was most sensitive to early and late  surgical failure rates and was minimally affected by adverse events, rates of visual  field progression, or medication costs. CONCLUSIONS AND RELEVANCE: Assuming a  willingness to pay of $50 000 per QALY, trabeculectomy and tube insertion are  cost-effective compared with medical treatment alone. Trabeculectomy, however, is  cost-effective at a substantially lower cost per QALY compared with tube insertion.  More research is necessary to reliably account for patient preferences between the 2  operations.FAU - Kaplan, Richard IAU - Kaplan RIAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - De Moraes, C GustavoAU - De Moraes CGAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Cioffi, George AAU - Cioffi GAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Al-Aswad, Lama AAU - Al-Aswad LAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.']","['Comparative Cost-effectiveness of the Baerveldt Implant, Trabeculectomy With  Mitomycin, and Medical Treatment']",glaucoma,437541,glaucoma,retrospective,claims,Condition,Eye disease,,
504,25741886,https://pubmed.ncbi.nlm.nih.gov/25741886,['2015 May'],['JAMA ophthalmology'],"['IMPORTANCE: The Tube vs Trabeculectomy Trial (TVT) found that the 350-mm2 Baerveldt  implant (tube) and trabeculectomy with mitomycin may be similarly effective in  lowering intraocular pressure in primary open-angle glaucoma. However, to date,  there are no published long-term clinical data on the cost-effectiveness of  trabeculectomy with mitomycin vs tube insertion. OBJECTIVE: To assess the  cost-effectiveness of these procedures compared with maximal medical treatment.  DESIGN, SETTING, AND PARTICIPANTS: We used the Markov cohort model with a 5-year  time horizon to study a hypothetical cohort of 100 000 patients who required  glaucoma surgery. MAIN OUTCOMES AND MEASURES: Quality-adjusted life-years (QALYs)  gained, costs from the societal perspective, and the incremental cost-effectiveness  ratio of medical treatment, trabeculectomy, and tube insertion. Costs were  identified from Medicare Current Procedural Terminology and Ambulatory Payment  Classification reimbursement codes and Red Book medication costs. The QALYs were  based on visual field and visual acuity outcomes. The hypothetical societal limit to  resources was included using a willingness-to-pay threshold of $50 000 per QALY.  Costs and utilities were discounted at 3% per year. Uncertainty was assessed using  deterministic sensitivity alyses. RESULTS: The mean costs for medical treatment,  trabeculectomy, and tube insertion were $6172, $7872 and $10 075, respectively;  these amounts resulted in a cost difference of $1700 (95% CI, $1644-$1770) for  medical treatment vs trabeculectomy, $3904 (95% CI, $3858-$3953) for medical  treatment vs tube insertion, and $2203 (95% CI, $2121-$2261) for trabeculectomy vs  tube insertion. The mean 5-year probability of blindness was 4% for both surgical  procedures and 15% for medical treatment. The utility gained after medical  treatment, trabeculectomy, and tube insertion was 3.10, 3.30, and 3.38 QALYs,  respectively. The incremental cost-effectiveness ratio was $8289 per QALY for  trabeculectomy vs medical treatment, $13 896 per QALY for tube insertion vs medical  treatment, and $29 055 per QALY for tube insertion vs trabeculectomy. The  cost-effectiveness of each surgical procedure was most sensitive to early and late  surgical failure rates and was minimally affected by adverse events, rates of visual  field progression, or medication costs. CONCLUSIONS AND RELEVANCE: Assuming a  willingness to pay of $50 000 per QALY, trabeculectomy and tube insertion are  cost-effective compared with medical treatment alone. Trabeculectomy, however, is  cost-effective at a substantially lower cost per QALY compared with tube insertion.  More research is necessary to reliably account for patient preferences between the 2  operations.FAU - Kaplan, Richard IAU - Kaplan RIAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - De Moraes, C GustavoAU - De Moraes CGAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Cioffi, George AAU - Cioffi GAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Al-Aswad, Lama AAU - Al-Aswad LAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.']","['Comparative Cost-effectiveness of the Baerveldt Implant, Trabeculectomy With  Mitomycin, and Medical Treatment']",mitomycin,1389036,mitomycin,retrospective,claims,Drug,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,,
505,25741886,https://pubmed.ncbi.nlm.nih.gov/25741886,['2015 May'],['JAMA ophthalmology'],"['IMPORTANCE: The Tube vs Trabeculectomy Trial (TVT) found that the 350-mm2 Baerveldt  implant (tube) and trabeculectomy with mitomycin may be similarly effective in  lowering intraocular pressure in primary open-angle glaucoma. However, to date,  there are no published long-term clinical data on the cost-effectiveness of  trabeculectomy with mitomycin vs tube insertion. OBJECTIVE: To assess the  cost-effectiveness of these procedures compared with maximal medical treatment.  DESIGN, SETTING, AND PARTICIPANTS: We used the Markov cohort model with a 5-year  time horizon to study a hypothetical cohort of 100 000 patients who required  glaucoma surgery. MAIN OUTCOMES AND MEASURES: Quality-adjusted life-years (QALYs)  gained, costs from the societal perspective, and the incremental cost-effectiveness  ratio of medical treatment, trabeculectomy, and tube insertion. Costs were  identified from Medicare Current Procedural Terminology and Ambulatory Payment  Classification reimbursement codes and Red Book medication costs. The QALYs were  based on visual field and visual acuity outcomes. The hypothetical societal limit to  resources was included using a willingness-to-pay threshold of $50 000 per QALY.  Costs and utilities were discounted at 3% per year. Uncertainty was assessed using  deterministic sensitivity alyses. RESULTS: The mean costs for medical treatment,  trabeculectomy, and tube insertion were $6172, $7872 and $10 075, respectively;  these amounts resulted in a cost difference of $1700 (95% CI, $1644-$1770) for  medical treatment vs trabeculectomy, $3904 (95% CI, $3858-$3953) for medical  treatment vs tube insertion, and $2203 (95% CI, $2121-$2261) for trabeculectomy vs  tube insertion. The mean 5-year probability of blindness was 4% for both surgical  procedures and 15% for medical treatment. The utility gained after medical  treatment, trabeculectomy, and tube insertion was 3.10, 3.30, and 3.38 QALYs,  respectively. The incremental cost-effectiveness ratio was $8289 per QALY for  trabeculectomy vs medical treatment, $13 896 per QALY for tube insertion vs medical  treatment, and $29 055 per QALY for tube insertion vs trabeculectomy. The  cost-effectiveness of each surgical procedure was most sensitive to early and late  surgical failure rates and was minimally affected by adverse events, rates of visual  field progression, or medication costs. CONCLUSIONS AND RELEVANCE: Assuming a  willingness to pay of $50 000 per QALY, trabeculectomy and tube insertion are  cost-effective compared with medical treatment alone. Trabeculectomy, however, is  cost-effective at a substantially lower cost per QALY compared with tube insertion.  More research is necessary to reliably account for patient preferences between the 2  operations.FAU - Kaplan, Richard IAU - Kaplan RIAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - De Moraes, C GustavoAU - De Moraes CGAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Cioffi, George AAU - Cioffi GAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.FAU - Al-Aswad, Lama AAU - Al-Aswad LAAD - Department of Ophthalmology, Edward Harkness Eye Institute, Columbia University, New  York, New York.']","['Comparative Cost-effectiveness of the Baerveldt Implant, Trabeculectomy With  Mitomycin, and Medical Treatment']",quality-adjusted life years,4158643,quality-adjusted life years,retrospective,claims,Measurement,,,
